STATEFP,NAME,latitude,longitude
24,Maryland,38.791644999999995,-77.039006
24,Maryland,38.837812,-76.979497
24,Maryland,38.892852,-76.909393
24,Maryland,38.9655317004459,-77.002546244247
24,Maryland,38.995548,-77.041018
24,Maryland,38.934343,-77.119759
24,Maryland,38.9343765552932,-77.1197891567342
24,Maryland,38.96421,-77.14660099999999
24,Maryland,38.967909999999996,-77.202502
24,Maryland,38.985909,-77.249803
24,Maryland,39.026888354292296,-77.2484037049754
24,Maryland,39.026908999999996,-77.248403
24,Maryland,39.052008,-77.310705
24,Maryland,39.055952113491,-77.33003770595408
24,Maryland,39.062004,-77.359702
24,Maryland,39.076248,-77.462617
24,Maryland,39.105658,-77.481279
24,Maryland,39.120925,-77.51992899999999
24,Maryland,39.161057,-77.521222
24,Maryland,39.185665,-77.48597099999999
24,Maryland,39.218682,-77.45988299999999
24,Maryland,39.21884294385939,-77.4600656264978
24,Maryland,39.251045,-77.496606
24,Maryland,39.279267999999995,-77.553114
24,Maryland,39.301955,-77.588235
24,Maryland,39.317008,-77.66613
24,Maryland,39.317940817088,-77.6776957620787
24,Maryland,39.321314,-77.71951899999999
24,Maryland,39.353221,-77.74593
24,Maryland,39.401694,-77.740012
24,Maryland,39.475719,-77.79820099999999
24,Maryland,39.5007391665665,-77.81094389626219
24,Maryland,39.525907,-77.823762
24,Maryland,39.587288,-77.829814
24,Maryland,39.607642,-77.92598799999999
24,Maryland,39.601337,-78.006734
24,Maryland,39.6206559623441,-78.02762910017319
24,Maryland,39.671166,-78.08225999999999
24,Maryland,39.658878,-78.22507499999999
24,Maryland,39.631001,-78.31303299999999
24,Maryland,39.6285275964988,-78.3327880214991
24,Maryland,39.622246,-78.382959
24,Maryland,39.563524,-78.43817899999999
24,Maryland,39.525987,-78.460951
24,Maryland,39.5262242704717,-78.4682695950029
24,Maryland,39.530192,-78.590654
24,Maryland,39.544382241083696,-78.6550361715467
24,Maryland,39.555856999999996,-78.707098
24,Maryland,39.609697,-78.73904999999999
24,Maryland,39.638387,-78.77114
24,Maryland,39.554044,-78.851016
24,Maryland,39.479614,-78.942618
24,Maryland,39.440264,-78.956751
24,Maryland,39.473344,-79.035623
24,Maryland,39.4728086991282,-79.0674474080724
24,Maryland,39.472407,-79.091329
24,Maryland,39.400887999999995,-79.16649699999999
24,Maryland,39.3262438284674,-79.26239211717609
24,Maryland,39.30964,-79.283723
24,Maryland,39.278039,-79.35374999999999
24,Maryland,39.228170999999996,-79.424413
24,Maryland,39.205960999999995,-79.486873
24,Maryland,39.344300000000004,-79.484372
19,Iowa,42.779255,-96.62187499999999
19,Iowa,42.827645,-96.57793699999999
19,Iowa,42.878474999999995,-96.53785099999999
19,Iowa,42.908595697956,-96.54047232919329
19,Iowa,42.922576,-96.54168899999999
19,Iowa,42.959391,-96.50030799999999
19,Iowa,42.977643,-96.520246
19,Iowa,43.005089,-96.492693
19,Iowa,43.039927,-96.51160499999999
19,Iowa,43.067554,-96.458201
19,Iowa,43.0825529251945,-96.4520975160537
19,Iowa,43.113915999999996,-96.439335
19,Iowa,43.143356,-96.458854
19,Iowa,43.221053999999995,-96.475571
19,Iowa,43.22096,-96.52208399999999
19,Iowa,43.247281,-96.55296299999999
19,Iowa,43.257555675618,-96.5590273427097
19,Iowa,43.291095,-96.578823
19,Iowa,43.300034,-96.53039199999999
19,Iowa,43.347214,-96.524289
19,Iowa,43.385639999999995,-96.52157199999999
19,Iowa,43.434152999999995,-96.59425399999999
19,Iowa,43.469609999999996,-96.584603
19,Iowa,43.500457,-96.598928
19,Iowa,43.500389999999996,-96.45326
19,Iowa,43.500335,-96.198484
19,Iowa,43.5001877081575,-96.05316283451
19,Iowa,43.4999928849056,-95.8609462015723
19,Iowa,43.499966,-95.83442099999999
19,Iowa,43.500246,-95.486803
19,Iowa,43.500322085250005,-95.4544322386606
19,Iowa,43.5004787289074,-95.38778759402189
19,Iowa,43.500885,-95.21493799999999
19,Iowa,43.500595872986096,-94.9146134847136
19,Iowa,43.500557,-94.874235
19,Iowa,43.5005534191522,-94.85455506761069
19,Iowa,43.5004785076547,-94.4428499897182
19,Iowa,43.500468999999995,-94.390597
19,Iowa,43.5001754767076,-94.2479674415552
19,Iowa,43.499604999999995,-93.97076
19,Iowa,43.4995354896751,-93.6485330311736
19,Iowa,43.49952,-93.576728
19,Iowa,43.4995307245117,-93.4973513252204
19,Iowa,43.499567,-93.228861
19,Iowa,43.4995574800246,-93.04919200781649
19,Iowa,43.499556163630004,-93.0243479005419
19,Iowa,43.499548,-92.870277
19,Iowa,43.5003,-92.553161
19,Iowa,43.5003000363123,-92.5531280905188
19,Iowa,43.500414988562696,-92.44894795143779
19,Iowa,43.500713,-92.17886299999999
19,Iowa,43.500704885176596,-92.07980199312829
19,Iowa,43.500684,-91.824848
19,Iowa,43.5006857009461,-91.7302169978377
19,Iowa,43.5006878467793,-91.61083500055439
19,Iowa,43.50069,-91.491042
19,Iowa,43.50055,-91.21770599999999
19,Iowa,43.450952,-91.232276
19,Iowa,43.4194417829033,-91.2106633577727
19,Iowa,43.403031999999996,-91.19940799999999
19,Iowa,43.373658999999996,-91.20736699999999
19,Iowa,43.334826,-91.154806
19,Iowa,43.313645,-91.107237
19,Iowa,43.253968,-91.05790999999999
19,Iowa,43.221891,-91.08745599999999
19,Iowa,43.174405,-91.13417299999999
19,Iowa,43.134665,-91.175253
19,Iowa,43.0802603718452,-91.17493491391119
19,Iowa,43.038713,-91.174692
19,Iowa,42.987477791322796,-91.15908430594749
19,Iowa,42.975774,-91.155519
19,Iowa,42.903772,-91.138
19,Iowa,42.864421,-91.09881999999999
19,Iowa,42.775501999999996,-91.07071599999999
19,Iowa,42.719566,-91.01723899999999
19,Iowa,42.683844,-90.94156699999999
19,Iowa,42.6743180564343,-90.89696202715841
19,Iowa,42.664822,-90.852497
19,Iowa,42.645559999999996,-90.74367699999999
19,Iowa,42.626445,-90.700856
19,Iowa,42.576598999999995,-90.672727
19,Iowa,42.508480999999996,-90.642843
19,Iowa,42.471903999999995,-90.646727
19,Iowa,42.447493,-90.59041599999999
19,Iowa,42.438742,-90.565248
19,Iowa,42.403019,-90.517516
19,Iowa,42.381597778191896,-90.48434567271629
19,Iowa,42.357040999999995,-90.44632
19,Iowa,42.319942999999995,-90.417125
19,Iowa,42.27823,-90.43088399999999
19,Iowa,42.239292999999996,-90.40065299999999
19,Iowa,42.203320999999995,-90.338169
19,Iowa,42.193946432251394,-90.31569651427151
19,Iowa,42.1745,-90.26908
19,Iowa,42.149108999999996,-90.207421
19,Iowa,42.106372,-90.161159
19,Iowa,42.040406999999995,-90.163446
19,Iowa,42.0330872575859,-90.15968245112269
19,Iowa,41.995999,-90.140613
19,Iowa,41.938181,-90.156902
19,Iowa,41.9298432273761,-90.1581530337095
19,Iowa,41.883776999999995,-90.165065
19,Iowa,41.844646999999995,-90.181401
19,Iowa,41.811979,-90.18064299999999
19,Iowa,41.782768725984596,-90.2423682473972
19,Iowa,41.779804999999996,-90.24863099999999
19,Iowa,41.742214,-90.31070799999999
19,Iowa,41.7285328921536,-90.31185685041619
19,Iowa,41.694829999999996,-90.31468699999999
19,Iowa,41.664532,-90.33672899999999
19,Iowa,41.598633,-90.339528
19,Iowa,41.579633,-90.364128
19,Iowa,41.562933,-90.41583
19,Iowa,41.523533,-90.461432
19,Iowa,41.519532999999996,-90.513134
19,Iowa,41.516332,-90.571136
19,Iowa,41.485032,-90.61853699999999
19,Iowa,41.454743,-90.70115899999999
19,Iowa,41.452888,-90.786282
19,Iowa,41.448215,-90.86728199999999
19,Iowa,41.42286,-90.924343
19,Iowa,41.430051,-90.966662
19,Iowa,41.423603,-91.02778699999999
19,Iowa,41.369101,-91.065058
19,Iowa,41.339650999999996,-91.071552
19,Iowa,41.3343208019205,-91.07408762367409
19,Iowa,41.3336315690407,-91.0744154980196
19,Iowa,41.250029,-91.11418599999999
19,Iowa,41.214428999999996,-91.081445
19,Iowa,41.166138,-91.041536
19,Iowa,41.162563999999996,-90.997906
19,Iowa,41.111084999999996,-90.957246
19,Iowa,41.072731749670005,-90.95226541648219
19,Iowa,41.0698727358664,-90.9518941426813
19,Iowa,41.019279,-90.945324
19,Iowa,40.954046999999996,-90.95223299999999
19,Iowa,40.912141,-90.985462
19,Iowa,40.868356,-91.044653
19,Iowa,40.821079,-91.09299299999999
19,Iowa,40.779708,-91.091703
19,Iowa,40.725168,-91.115735
19,Iowa,40.6995346508191,-91.11822293839751
19,Iowa,40.672776999999996,-91.12082
19,Iowa,40.63811181262349,-91.18546060870429
19,Iowa,40.637297,-91.18697999999999
19,Iowa,40.63839,-91.247851
19,Iowa,40.613488,-91.339719
19,Iowa,40.582589999999996,-91.374252
19,Iowa,40.534543,-91.394475
19,Iowa,40.510479,-91.367876
19,Iowa,40.45211,-91.379907
19,Iowa,40.399108,-91.37292099999999
19,Iowa,40.378264,-91.419422
19,Iowa,40.401925999999996,-91.498093
19,Iowa,40.432822,-91.519134
19,Iowa,40.460988,-91.56384399999999
19,Iowa,40.50004,-91.608347
19,Iowa,40.539083999999995,-91.618999
19,Iowa,40.550937,-91.670993
19,Iowa,40.578891999999996,-91.68538099999999
19,Iowa,40.603740139296,-91.71665498768189
19,Iowa,40.61364,-91.729115
19,Iowa,40.60615,-91.939292
19,Iowa,40.606060586354005,-91.9431174596857
19,Iowa,40.600529,-92.17978
19,Iowa,40.5972572763761,-92.35080418672639
19,Iowa,40.595288,-92.453745
19,Iowa,40.590956547097896,-92.63790329359949
19,Iowa,40.589808999999995,-92.68669299999999
19,Iowa,40.5895828338363,-92.71459726304501
19,Iowa,40.587742999999996,-92.94159499999999
19,Iowa,40.5838234773251,-93.0972912037498
19,Iowa,40.582854,-93.135802
19,Iowa,40.580514,-93.34544199999999
19,Iowa,40.5803970326092,-93.3743862587638
19,Iowa,40.579659485060496,-93.5568966742717
19,Iowa,40.579496,-93.597352
19,Iowa,40.5775304533911,-93.7743442040303
19,Iowa,40.576791,-93.84093
19,Iowa,40.574073707009596,-94.015492
19,Iowa,40.572897,-94.09108499999999
19,Iowa,40.572014612126594,-94.23224071020829
19,Iowa,40.571524,-94.310724
19,Iowa,40.570959458357,-94.47120772712319
19,Iowa,40.570738999999996,-94.533878
19,Iowa,40.5717595874,-94.6320259176948
19,Iowa,40.573713999999995,-94.81997799999999
19,Iowa,40.5749211691113,-94.9148978673616
19,Iowa,40.576879999999996,-95.06892099999999
19,Iowa,40.578375628996,-95.20226600083029
19,Iowa,40.579871,-95.335588
19,Iowa,40.580332377941495,-95.3739250533987
19,Iowa,40.582249,-95.533182
19,Iowa,40.585208,-95.76564499999999
19,Iowa,40.603355,-95.748626
19,Iowa,40.653272,-95.781909
19,Iowa,40.682604999999995,-95.84603399999999
19,Iowa,40.736292,-95.888697
19,Iowa,40.783015999999996,-95.834156
19,Iowa,40.7837843870431,-95.8342438167144
19,Iowa,40.845604,-95.841309
19,Iowa,40.886680999999996,-95.81070899999999
19,Iowa,40.8979480664065,-95.8187272785699
19,Iowa,40.924712,-95.837774
19,Iowa,40.972378,-95.828329
19,Iowa,41.017403,-95.865878
19,Iowa,41.0528455046135,-95.8647847640853
19,Iowa,41.083507,-95.863839
19,Iowa,41.124697999999995,-95.86868799999999
19,Iowa,41.1603023482127,-95.8618980682094
19,Iowa,41.187098,-95.856788
19,Iowa,41.184398,-95.90969
19,Iowa,41.1912828508279,-95.9099084912548
19,Iowa,41.237998,-95.911391
19,Iowa,41.278307999999996,-95.890152
19,Iowa,41.322196999999996,-95.92568999999999
19,Iowa,41.370096,-95.92878999999999
19,Iowa,41.3899879374596,-95.9273362423201
19,Iowa,41.455766,-95.922529
19,Iowa,41.469778,-95.982962
19,Iowa,41.5068906409415,-95.9940203930119
19,Iowa,41.544004,-96.005079
19,Iowa,41.528199,-96.08049299999999
19,Iowa,41.561085999999996,-96.09182
19,Iowa,41.613495,-96.118105
19,Iowa,41.668548,-96.11148299999999
19,Iowa,41.6765089897621,-96.10793787174649
19,Iowa,41.72218,-96.08760000000001
19,Iowa,41.793002,-96.064537
19,Iowa,41.840339,-96.107911
19,Iowa,41.8660952477016,-96.1268212534654
19,Iowa,41.910056999999995,-96.159098
19,Iowa,41.974624999999996,-96.132537
19,Iowa,42.022652,-96.22361099999999
19,Iowa,42.047238,-96.272877
19,Iowa,42.113589999999995,-96.2689
19,Iowa,42.166806,-96.347752
19,Iowa,42.214849506895604,-96.3372160947059
19,Iowa,42.218922,-96.336323
19,Iowa,42.264806,-96.33600299999999
19,Iowa,42.28089470454329,-96.351957192496
19,Iowa,42.337407999999996,-96.40799799999999
19,Iowa,42.410894,-96.411808
19,Iowa,42.461694,-96.38130699999999
19,Iowa,42.490629999999996,-96.44550799999999
19,Iowa,42.509589,-96.477454
19,Iowa,42.517282,-96.49297
19,Iowa,42.556079,-96.476952
19,Iowa,42.561324776560696,-96.48002247898
19,Iowa,42.641183999999996,-96.526766
19,Iowa,42.688081,-96.591602
19,Iowa,42.725497,-96.624704
19,Iowa,42.779255,-96.62187499999999
10,Delaware,39.7222,-75.773786
10,Delaware,39.757988999999995,-75.753228
10,Delaware,39.792325,-75.71705899999999
10,Delaware,39.821425,-75.662846
10,Delaware,39.8345949730913,-75.5943169052201
10,Delaware,39.8349321082726,-75.5925626443241
10,Delaware,39.8374141038914,-75.5796477422344
10,Delaware,39.839185,-75.570433
10,Delaware,39.829191,-75.481207
10,Delaware,39.801919,-75.41506199999999
10,Delaware,39.765813,-75.459439
10,Delaware,39.715013,-75.47764
10,Delaware,39.686113,-75.509742
10,Delaware,39.647211999999996,-75.535144
10,Delaware,39.629812,-75.559446
10,Delaware,39.596000000000004,-75.543965
10,Delaware,39.578,-75.512732
10,Delaware,39.535278,-75.527676
10,Delaware,39.498114,-75.528088
10,Delaware,39.479186,-75.593068
10,Delaware,39.438897,-75.57182999999999
10,Delaware,39.387871,-75.521682
10,Delaware,39.370394222582796,-75.5056428576184
10,Delaware,39.330819999999996,-75.469324
10,Delaware,39.264697999999996,-75.40837599999999
10,Delaware,39.188354,-75.39479
10,Delaware,39.133706,-75.407473
10,Delaware,39.057884,-75.396277
10,Delaware,39.01996,-75.34089
10,Delaware,38.9476601633284,-75.3066521095097
10,Delaware,38.939001999999995,-75.30255199999999
10,Delaware,38.91316,-75.30407799999999
10,Delaware,38.844254,-75.232029
10,Delaware,38.790192999999995,-75.159022
10,Delaware,38.782998,-75.113331
10,Delaware,38.797198,-75.089473
10,Delaware,38.696497,-75.071805
10,Delaware,38.536273,-75.053973
10,Delaware,38.451263,-75.04893899999999
10,Delaware,38.451012,-75.18545499999999
10,Delaware,38.4524365259555,-75.3412873203482
10,Delaware,38.453697999999996,-75.479283
10,Delaware,38.460128,-75.693721
10,Delaware,38.542743,-75.70038199999999
10,Delaware,38.5607669290786,-75.701777515245
10,Delaware,38.635335,-75.707551
10,Delaware,38.6353853550599,-75.707555026429
10,Delaware,38.8298265565277,-75.72310269333269
10,Delaware,39.143131730959695,-75.7481548142541
10,Delaware,39.246687537125304,-75.7564352155685
10,Delaware,39.296789621100096,-75.7604414164505
10,Delaware,39.377499,-75.76689499999999
10,Delaware,39.3776515935512,-75.76690460670919
10,Delaware,39.722198999999996,-75.788596
10,Delaware,39.7222,-75.773786
39,Ohio,41.693692999999996,-82.863342
39,Ohio,41.722809999999996,-82.82571999999999
39,Ohio,41.694002999999995,-82.782719
39,Ohio,41.643046999999996,-82.788876
39,Ohio,41.628322999999995,-82.84209899999999
39,Ohio,41.693692999999996,-82.863342
39,Ohio,39.227225,-84.82015899999999
39,Ohio,39.3051435835594,-84.8188774692751
39,Ohio,39.3051661690523,-84.8188770978104
39,Ohio,39.391753,-84.817453
39,Ohio,39.5219681089929,-84.8161601949108
39,Ohio,39.567721664027395,-84.8157059432555
39,Ohio,39.726555999999995,-84.814129
39,Ohio,39.7266165116193,-84.8141281379328
39,Ohio,39.9169136295798,-84.81141710638049
39,Ohio,40.0050675438482,-84.81016123847449
